source,target,weight,evidence_count
Scene 4: Construction■A Loom: E8 and Leech on Paper, Parity checks → membership; half■shift glue → evenness/unimodularity.,4,4
Scene 4: Construction■A Loom: E8 and Leech on Paper,■ Which 4 were necessary and sufficient?,4,4
"One table, 8 colored pens, tape wall for overlays.", Learn how a 2■minute paper run creates a reproducible ledger row.,4,4
Sticky Sidecars (Tokens),Value: __________ Units: ____,4,4
Ledger hook (what gets recorded),"✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row.",4,4
"— Views passed, metric triplet, slab size, commit.",■■ List 8 materially independent views (slices or metrics).,4,4
Safety,■■ Pick a tiny question (≤1 min).,4,4
Worksheet – Octet Overlay,■ Which Δ■lift generalized across rails?,4,4
Attach measured values to cards,Context: ________,4,4
Hand■ins (artifacts to keep),"■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger.",4,4
Notes:,Worksheet – Ledger Row,4,4
10_Sticky_Sidecars,Hash: __________,4,4
Hand■ins (artifacts to keep),■ Which 4 were necessary and sufficient?,4,4
■ Justification (evidence),■ Metric name & unit,4,4
■■ Pick a tiny question (≤1 min).,■■ Write a Δ■lift (local identity) to fix one mismatch; re■mirror.,4,4
"■■ Mark 8 views (colored boxes), set a palindromic REST.","■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger.",4,4
Debrief (2–3 prompts),"— Views passed, metric triplet, slab size, commit.",4,4
Local repair notes4-bit Commit,SReceipts:,4,4
What it teaches (learning targets),mirror) governs correctness; your labels stay provisional until committed.,4,4
Page 19,UTC 2025-09-20 21:06,4,4
Ledger hook (what gets recorded),■■ Run a forward↔inverse mirror; circle mismatches (red).,4,4
Worksheet – Octet Overlay,■ Palindromic REST documented,4,4
Scene 0: Orientation: The CQE Spine Live, Understand stand■ins (tokens) vs. form (geometry) vs. meaning (labels).,4,4
"— form_id, octet map, mirror tolerance, Δ■lift note, strict threshold, 4■bit.",■■ Write a Δ■lift (local identity) to fix one mismatch; re■mirror.,4,4
Ledger hook (what gets recorded),"✓ Octet pass grid, receipts.",4,4
Worksheet – 4■bit Receipt,■ FCE reproduction ok?,4,4
Place Aces (primitives) then 2 8 views; assemble 9,Re-run under parity; enforce palindromic rest,4,4
Merkle-ish page hash / signatures,Receipts & 4-bit,4,4
Worksheet – Strict Ratchet,■ Current threshold,4,4
Cards for 8 data slices; metric stickers.,Safety,4,4
Token: __________,UTC 2025-09-20 21:06,4,4
Blocking (5–15 minutes),None (paper■only).,4,4
P M,SPage Hash / Status:hash WORKING / NON-WORKING / PROVISIONAL,4,4
■ form_id,■ octet map,4,4
Debrief (2–3 prompts),■ Would a different mirror have failed?,4,4
N/A,■■ Require ≥4 pass post■Δ■lift before commit; log 4■bit.,4,4
Notes:,Worksheet – 4■bit Receipt,4,4
■ Was the Δ■lift local and monotone?,"✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row.",4,4
Worksheet – Ledger Row,■ constructionA (code/modulus/glue),4,4
Cards for 8 data slices; metric stickers., Record receipts across slices (metrics × slabs).,4,4
None (paper■only).,Paper kit,4,4
Notes:,■ H1–H8 views named and colored,4,4
Safety,■■ List 8 materially independent views (slices or metrics).,4,4
Hand■ins (artifacts to keep),■ Which view dominated debt?,4,4
Instruments,"One table, 8 colored pens, tape wall for overlays.",4,4
"Octet sheet, DNA■10, 4■bit sticker, ledger page.",Room,4,4
Notes:,Worksheet – Strict Ratchet,4,4
Debrief (2–3 prompts),"— form_id, octet map, mirror tolerance, Δ■lift note, strict threshold, 4■bit.",4,4
Room, Parity checks → membership; half■shift glue → evenness/unimodularity.,4,4
Room, Generalize A/B to 8 views; prevent winner■only bias.,4,4
Scene 1: n=1→n=5: The Hinge that Forces the Octad,■ Would a different mirror have failed?,4,4
UTC 2025-09-20 21:06,overlays.,3,3
Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix),■ What would ‘<8 classes’ break downstream?,3,3
Pause cards → test → sticky sidecar → continue,Stations,3,3
Scene 13: Not Lattice Flattery: Governance by Geometry, How parity+glue legality forces the shell.,3,3
Primitives (Aces):,Views,3,3
Attach measured values to cards,Sticky Sidecars,3,3
Foam/peg board + balsa rails + clips,Parity Loom,3,3
What it teaches (learning targets),■ Which viewer best predicted success?,3,3
Page 5,Peg grid (8×8). Mark parity lanes and half-glue ticks.,3,3
UTC 2025-09-20 21:06,permutation cards to rethread.,3,3
List per suit or view Views,Primitives (Aces):,3,3
Debrief (2–3 prompts),Scene 9: Hypercube→Toroidal Chamber (4■bit Hubs),3,3
Debrief (2–3 prompts),Scene 13: Not Lattice Flattery: Governance by Geometry,3,3
What it teaches (learning targets),■ What metric flipped a decision?,3,3
Scene 9: Hypercube→Toroidal Chamber (4■bit Hubs)," Understand why geometry, not taste, governs the shell.",3,3
UTC 2025-09-20 21:06,steps.,3,3
Octet Map (2 8):,Suit Mapping:=____ =____ =____ =____,3,3
License: CC-BY 4.0  Generated 2025-09-20,Page 1,3,3
Debrief (2–3 prompts),"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts",3,3
03_Receipts_4bit,Page 4,3,3
13_Class_Checklist,Page 14,3,3
Worksheet – Ledger Row,■ Mirror within tol?,3,3
UTC 2025-09-20 21:06,"Your first problem setup (tokens, views, mirror, strict)",3,3
01_QuickStart,Page 2,3,3
Notes:,■ form_id,3,3
Blank Cards (3×3),Page 18,3,3
"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts", Always leave a 4■bit and a hash trail.,3,3
Eight views + palindromic rest; ten-state save,Octet & DNA-10,3,3
Worksheet – Ledger Row,■ automorphism id,3,3
Scene 11: Primordial→EM→Thermo: Meaning■Token Safety, Practice stand■in overlays for sensitive domains.,3,3
Debrief (2–3 prompts),Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,3,3
Scene 1: n=1→n=5: The Hinge that Forces the Octad,■ Was the Δ■lift local and monotone?,3,3
What it teaches (learning targets),■ Would a different mirror have failed?,3,3
Room layout & station assignments,UTC 2025-09-20 21:06,3,3
13_Class_Checklist, Ledger binder (Working / Non-Working albums),3,3
What it teaches (learning targets),■ Which Δ■lift removed the beat?,3,3
Scene 1: n=1→n=5: The Hinge that Forces the Octad, Why the octad is discovered (not assumed) and how it governs later structure.,3,3
What it teaches (learning targets),■ Which constraint felt most ‘non■negotiable’?,3,3
Debrief (2–3 prompts),Scene 11: Primordial→EM→Thermo: Meaning■Token Safety,3,3
01_QuickStart,7) Iterate: Promote validated cards to your deck top; archive non-working slips.,3,3
02_Octet_DNA10,9. Cost,3,3
mirror) governs correctness; your labels stay provisional until committed., See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.,3,3
Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell, Find hot■zones to focus Δ■lifts first.,3,3
12_Baseline_Packs,■ Latency within bound,3,3
4-bit Commit Stickers,Receipts & 4-bit,3,3
Worksheet – 4■bit Receipt,■ Views≥4 passed?,3,3
How to use this pack,mirror) governs correctness; your labels stay provisional until committed.,3,3
Date: Deck Mapping:Blue=____ Red=____,Primitives (Aces):,3,3
Custom pack notes,UTC 2025-09-20 21:06,3,3
Worksheet – Strict Ratchet,■ Safety notes (side effects),3,3
Worksheet – Δ■lift Cookbook,■ Expected debt drop,3,3
Date: Deck Mapping:Blue=____ Red=____,Suit Mapping:=____ =____ =____ =____,3,3
Scene 10: Sound & Subharmonics Viewer (Cartan, Map harmonic stack to octet; subharmonics to Cartan ‘outside’ nudges.,3,3
Page 19,Receipts & 4-bit,3,3
02_Octet_DNA10,Page 3,3,3
Debrief (2–3 prompts),Scene 10: Sound & Subharmonics Viewer (Cartan,3,3
12_Baseline_Packs,Page 13,3,3
Worksheet – Strict Ratchet,■ New (tighter) threshold,3,3
Hot■Zones),■ What would break if hubs were 3 or 9?,3,3
10. Seed,UTC 2025-09-20 21:06,3,3
What it teaches (learning targets),■ Did redaction block reproducibility? How fixed?,3,3
What it teaches (learning targets),■ How does rotation act on class labels?,3,3
Worksheet – 4■bit Receipt,■ Justification (evidence),3,3
Worksheet – Mirror Test,■ Pass/fail marks; debt notes,3,3
What it teaches (learning targets),■ Did any claim survive only after a Δ■lift?,3,3
10_Sticky_Sidecars,Page 11,3,3
4-bit Commit,Jokers:subharmonic / Cartan bridges,3,3
4-bit Commit,Deck Mapping:Blue=________ Red=________,3,3
Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes, Converge via receipts; annihilate non■working cheaply.,3,3
CQE Card Mini-Mat Travel,Suits = Sidecars (assign per run):,3,3
"Mirror Evidence:metrics, plots, checksumsViews Exercised:1 2 3 4 5 6 7 8",Strict Bounds:list tightened thresholds (old new),3,3
-lifts:,P M,3,3
Worksheet – Mirror Test,■ Mismatch windows circled,3,3
Debrief (2–3 prompts),Scene 7: 8■Person Table with Neighbor Lanes,3,3
Hash: __________,UTC 2025-09-20 21:06,3,3
07_Theorem_Cards,Counterexample? ■ Yes ■ No,3,3
10_Sticky_Sidecars,Context: ________,3,3
What it teaches (learning targets),■ What fails if glue parity flips?,3,3
Worksheet – Octet Overlay,■ Pass/fail marks; debt notes,3,3
4-bit Commit,SHash:,3,3
Scene 7: 8■Person Table with Neighbor Lanes, How a 10■minute cadence creates stable throughput.,3,3
Debrief (2–3 prompts),Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,3,3
"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,", Run three independent rails on one shell; compare receipts; compress meanings.,3,3
Jokers:subharmonic / Cartan bridges,Local repairs + rationale,3,3
Color = Parity (Black/Red),hash/date,3,3
Local repair notes4-bit Commit,Ranks 1 8 = Octet (coverage),3,3
Observers (J/Q/K):metrics / view priority / strictness -lifts:,Strict Bounds:list tightened thresholds (old new),3,3
-lifts:,=____ =____ =____ =____,3,3
06_Table_Playbook,Closed-loop error; safety ratchets.,3,3
Debrief (2–3 prompts),Scene 3: Octet Coverage for ML (A/B→Octet),3,3
What it teaches (learning targets),■ Was the Δ local? Did it generalize to a second view?,3,3
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4Blue",Combined Rail Workspace,3,3
Compact combined rail with quick fields,"Use left half as Blue, right half as Red",3,3
4-bit Commit,SPage Hash / Status:hash WORKING / NON-WORKING / PROVISIONAL,3,3
Receipt: ■OPE ■FCE ■View ■Mirror Hash: __________,UTC 2025-09-20 21:06,3,3
Debrief (2–3 prompts),Scene 6: Two■Scientist Theorem■Card Resolution,3,3
What it teaches (learning targets),■ Which rail constrained the others? Why?,3,3
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4RedSuits Sidecars:","Use left half as Blue, right half as Red",3,3
11_Blank_Cards,Primitive/Idea: ____________________________________,3,3
CQE Card Mini-Mat Travel,Combined Rail Workspace,3,3
07_Theorem_Cards,Page 8,3,3
Assumptions  Claim  Local Test  Counterexample,Theorem Cards,3,3
Scene 6: Two■Scientist Theorem■Card Resolution, Preserve minority view as Non■Working breadcrumb with hash.,3,3
Scene 3: Octet Coverage for ML (A/B→Octet), Record receipts across slices (metrics × slabs).,3,3
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4Blue",=____ =____ =____ =____,3,3
"Mirror Evidence:metrics, plots, checksumsViews Exercised:1 2 3 4 5 6 7 8",P M,3,3
06_Table_Playbook,Page 7,3,3
Color = Parity (Black/Red),Compact combined rail with quick fields,3,3
Blue Rail (Forward) Seed Views Full Idea (9),Place Aces (primitives) then 2 8 views; assemble 9,3,3
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4RedSuits Sidecars:",Deck Mapping:Blue=________ Red=________,3,3
Neighbor Links (who talks to whom and when),UTC 2025-09-20 21:06,3,3
Blue Rail (Forward) Seed Views Full Idea (9),Re-run under parity; enforce palindromic rest,3,3
Receipts: 4-bit:____ votes: mirror__/__ views__/__ page hash: __________________,UTC 2025-09-20 21:06,3,3
08_Master_Ledger,"Thresholds: normal{OPE:__,FCE:__} strict{OPE:__,FCE:__}",3,3
05_Stations,Page 6,3,3
Receipt,UTC 2025-09-20 21:06,3,3
What it teaches (learning targets),■ Which 4 were necessary and sufficient?,3,3
What it teaches (learning targets),■ Which neighbor interface was hottest?,3,3
■ H1–H8 views named and colored,■ Which Δ■lift generalized across rails?,3,3
Full Idea (9):,Observers (J/Q/K):metrics / view priority / strictness -lifts:,3,3
Scene 8: Card■Deck CQE + Lab Stations, Pause→measure→resume loop without losing context.,3,3
09_Hypercube_Scaffold,From 4D cube projection to chamber shells,3,3
PM,metrics,3,3
Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix), Practice mirror pairs (FFT↔iFFT; encode↔decode; simulate↔measure).,3,3
Observers (J/Q/K):metrics / view priority / strictness -lifts:,Views,3,3
Debrief (2–3 prompts),Scene 8: Card■Deck CQE + Lab Stations,3,3
Page 10,into a toroidal chamber. Mark parity lanes; add Leech masks as needed.,3,3
Scene 4: Construction■A Loom: E8 and Leech on Paper, Visualize 8■twine E8 and 24■twine Leech masks with octads.,3,3
UTC 2025-09-20 21:06,Value: __________ Units: ____,3,3
Debrief (2–3 prompts),Worksheet – Octet Overlay,3,3
05_Stations,Δ,3,3
09_Hypercube_Scaffold,Sticky Sidecars,3,3
Local repair notes4-bit Commit,views run,3,3
Worksheet – Δ■lift Cookbook,■ Δ■lift candidates listed,3,3
From 4D cube projection to chamber shells,Hypercube Scaffold,3,3
11_Blank_Cards,Page 12,3,3
Finance),■ Was any crucial info missing on blue?,3,3
Suits = Sidecars (assign per run):,metrics,3,3
Local repairs + rationale,Parity Twin (10):,3,3
08_Master_Ledger,Page 9,3,3
Debrief (2–3 prompts),Scene 4: Construction■A Loom: E8 and Leech on Paper,3,3
hash/date,views run,3,3
Debrief (2–3 prompts),"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,",3,3
Scene 11 — Primordial→EM→Thermo: Meaning■Token Safety, Bind tokens late; redact dangerous meaning; still keep form receipts.,2,2
Scene 10 — Sound & Subharmonics Viewer (Cartan,"✓ Spectrogram sheet, receipt.",2,2
Ledger hook (what gets recorded),"Scene 14 — Sandbox Red/Blue: Safety, Redaction, Receipts",2,2
"Scene 14 — Sandbox Red/Blue: Safety, Redaction, Receipts","— Blue/red pair id, hashes, receipts.",2,2
Scene 13 — Not Lattice Flattery: Governance by Geometry,"— Falsifier ids (F1–F4), outcomes, receipts.",2,2
Local repair notes4-bit Commit,metrics,2,2
Scene 10 — Sound & Subharmonics Viewer (Cartan,"— Tone pair, beat freq, Δ■lift, receipt.",2,2
PM,Ranks 1 8 = Octet (coverage),2,2
Color = Parity (Black/Red),Combined Rail Workspace,2,2
Ledger hook (what gets recorded),Scene 10 — Sound & Subharmonics Viewer (Cartan,2,2
Color = Parity (Black/Red),metrics,2,2
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",✓ 3 receipts; promoted pack doc; anchor ledger row.,2,2
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",Worksheet – Octet Overlay,2,2
Notes:,■ constructionA (code/modulus/glue),2,2
Re-run under parity; enforce palindromic rest,"T wo decks (Blue=Forward, Red=Inverse); color=parity; suits = sidecars",2,2
Scene 11 — Primordial→EM→Thermo: Meaning■Token Safety, Practice stand■in overlays for sensitive domains.,2,2
CQE Card Mini-Mat Travel,"Use left half as Blue, right half as Red",2,2
Props & setup,Scene 13: Not Lattice Flattery: Governance by Geometry,2,2
Scene 10 — Sound & Subharmonics Viewer (Cartan, Map harmonic stack to octet; subharmonics to Cartan ‘outside’ nudges.,2,2
Scene 13 — Not Lattice Flattery: Governance by Geometry,"✓ Counterexample log, ledger.",2,2
Scene 9 — Hypercube→Toroidal Chamber (4■bit Hubs),"✓ Assembled model photos, notes, ledger.",2,2
Worksheet – Strict Ratchet,■ Justification (evidence),2,2
Place Aces (primitives) then 2 8 views; assemble 9,"T wo decks (Blue=Forward, Red=Inverse); color=parity; suits = sidecars",2,2
Ledger hook (what gets recorded),Scene 9 — Hypercube→Toroidal Chamber (4■bit Hubs),2,2
Instruments,meaning pack; promote anchor.,2,2
Worksheet – Ledger Row,■ octet map,2,2
Scene 8 — Card■Deck CQE + Lab Stations,"✓ Card photo, metric sheet, ledger.",2,2
"— Rail receipts, meaning pack v#, anchor id.",■ Which Δ■lift generalized across rails?,2,2
"Constraint cards, counterexample wall.",N/A,2,2
Worksheet – 4■bit Receipt,■ New (tighter) threshold,2,2
■ Mirror within tol?,■ form_id,2,2
SReceipts:,hash/date,2,2
CQE Card Mini-Mat Travel,hash/date,2,2
Safety,"— Falsifier ids (F1–F4), outcomes, receipts.",2,2
Worksheet – Ledger Row,■ Views≥4 passed?,2,2
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",■■ Each rail performs octet/mirror/Δ/strict; commit or annihilate; compress repeating Δ■lifts into a,2,2
Ledger hook (what gets recorded),Scene 12 — Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,2,2
Place Aces (primitives) then 2 8 views; assemble 9,Ranks 1 8 = Octet (coverage),2,2
N/A,"— Rail receipts, meaning pack v#, anchor id.",2,2
Ledger hook (what gets recorded),"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",2,2
Scene 11 — Primordial→EM→Thermo: Meaning■Token Safety,"✓ Redacted ledger row, safe receipts.",2,2
■ Palindromic REST documented,■ Which Δ■lift generalized across rails?,2,2
Worksheet – 4■bit Receipt,■ Mirror within tol?,2,2
Debrief (2–3 prompts),■ H1–H8 views named and colored,2,2
Ledger hook (what gets recorded),Scene 13 — Not Lattice Flattery: Governance by Geometry,2,2
Compact combined rail with quick fields,Suits = Sidecars (assign per run):,2,2
Ledger hook (what gets recorded),Scene 11 — Primordial→EM→Thermo: Meaning■Token Safety,2,2
Paper kit, How parity+glue legality forces the shell.,2,2
■ Justification (evidence),■ OPE debt ok?,2,2
Blocking (5–15 minutes),"✓ Counterexample log, ledger.",2,2
Suits = Sidecars (assign per run):,views run,2,2
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,","— Rail receipts, meaning pack v#, anchor id.",2,2
Scene 11 — Primordial→EM→Thermo: Meaning■Token Safety,receipts.,2,2
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,", Run three independent rails on one shell; compare receipts; compress meanings.,2,2
"Constraint cards, counterexample wall.", Why E8/Leech/Monster emerge from constraints; not taste.,2,2
Notes:,Worksheet – Octet Overlay,2,2
Scene 11 — Primordial→EM→Thermo: Meaning■Token Safety,■■ Run with stand■ins; mark any sensitive tokens red; keep octet/mirror/Δ/strict; commit with redacted,2,2
Scene 12 — Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"— Viewer indices, hotspot ids, Δ■lift chosen, receipts.",2,2
"Scene 14 — Sandbox Red/Blue: Safety, Redaction, Receipts","Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts",2,2
Ledger hook (what gets recorded),Scene 2 — Mirror & Δ■Lift Clinic (Bug■to■Fix),2,2
Ledger hook (what gets recorded),Scene 8 — Card■Deck CQE + Lab Stations,2,2
Date: Deck Mapping:Blue=____ Red=____,Octet Map (2 8):,2,2
List per suit or view Views,Suit Mapping:=____ =____ =____ =____,2,2
Scene 0 — Orientation: The CQE Spine Live,"— form_id, octet map, mirror tolerance, Δ■lift note, strict threshold, 4■bit.",2,2
Scene 3 — Octet Coverage for ML (A/B→Octet),"— Views passed, metric triplet, slab size, commit.",2,2
Debrief (2–3 prompts),Finance),2,2
Ledger hook (what gets recorded),Scene 0 — Orientation: The CQE Spine Live,2,2
Scene 0 — Orientation: The CQE Spine Live,■■ Write a Δ■lift (local identity) to fix one mismatch; re■mirror.,2,2
Paper kit, Always leave a 4■bit and a hash trail.,2,2
Scene 4 — Construction■A Loom: E8 and Leech on Paper,Scene 4: Construction■A Loom: E8 and Leech on Paper,2,2
Scene 0 — Orientation: The CQE Spine Live,■■ Run a forward↔inverse mirror; circle mismatches (red).,2,2
Parity Twin (10):,Strict Bounds:list tightened thresholds (old new),2,2
Ledger hook (what gets recorded),Scene 3 — Octet Coverage for ML (A/B→Octet),2,2
Ledger hook (what gets recorded),Scene 4 — Construction■A Loom: E8 and Leech on Paper,2,2
Scene 4 — Construction■A Loom: E8 and Leech on Paper,"— Code id, modulus, glue vector, octad layout, legality receipts.",2,2
Scene 0 — Orientation: The CQE Spine Live,"■■ Mark 8 views (colored boxes), set a palindromic REST.",2,2
What it teaches (learning targets),■ Was any crucial info missing on blue?,2,2
Worksheet – Mirror Test,■ Δ■lift candidates listed,2,2
"One table, 8 colored pens, tape wall for overlays.",Scene 0 — Orientation: The CQE Spine Live,2,2
Scene 0 — Orientation: The CQE Spine Live, Learn how a 2■minute paper run creates a reproducible ledger row.,2,2
Jokers:subharmonic / Cartan bridges,Observers (J/Q/K):metrics / view priority / strictness -lifts:,2,2
Scene 5 — Sidecar Sprint: 4 Rails in 20 Minutes,Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,2,2
Full Idea (9):,Local repairs + rationale,2,2
"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,","✓ Blue packet, red sealed packet.",2,2
One row per form/run (reproducible receipts)Form ID: Problem / Brief:,Primitives (Aces):,2,2
Blocking (5–15 minutes),"✓ Blue packet, red sealed packet.",2,2
Scene 2 — Mirror & Δ■Lift Clinic (Bug■to■Fix),"— Mirror tolerance, Δ■lift id, before/after OPE/FCE, strict update.",2,2
Worksheet – Δ■lift Cookbook,■ Mismatch windows circled,2,2
Scene 2 — Mirror & Δ■Lift Clinic (Bug■to■Fix), Practice mirror pairs (FFT↔iFFT; encode↔decode; simulate↔measure).,2,2
Scene 2 — Mirror & Δ■Lift Clinic (Bug■to■Fix),"✓ Before/after overlay with red fix marks, 4■bit row.",2,2
Scene 2 — Mirror & Δ■Lift Clinic (Bug■to■Fix), Turn a one■way mismatch into a local repair with receipts.,2,2
Scene 2 — Mirror & Δ■Lift Clinic (Bug■to■Fix),■ Was the Δ local? Did it generalize to a second view?,2,2
■ Local identity name,■ Δ■lift candidates listed,2,2
Scene 2 — Mirror & Δ■Lift Clinic (Bug■to■Fix),Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix),2,2
Scene 3 — Octet Coverage for ML (A/B→Octet),Scene 3: Octet Coverage for ML (A/B→Octet),2,2
Scene 1 — n=1→n=5: The Hinge that Forces the Octad,"✓ Checked grid, class map (8), receipt.",2,2
Scene 3 — Octet Coverage for ML (A/B→Octet),■■ List 8 materially independent views (slices or metrics).,2,2
Scene 3 — Octet Coverage for ML (A/B→Octet), Generalize A/B to 8 views; prevent winner■only bias.,2,2
Scene 3 — Octet Coverage for ML (A/B→Octet), Record receipts across slices (metrics × slabs).,2,2
Scene 1 — n=1→n=5: The Hinge that Forces the Octad,"— Octad class tag, pose, tolerance; 4■bit commit when 4 views pass.",2,2
Ledger hook (what gets recorded),Scene 1 — n=1→n=5: The Hinge that Forces the Octad,2,2
"— Blue/red pair id, hashes, receipts.",■ Was any crucial info missing on blue?,2,2
Scene 0 — Orientation: The CQE Spine Live,■ Would a different mirror have failed?,2,2
Safety,"— Blue/red pair id, hashes, receipts.",2,2
N/A,"Two clipboards (blue/red), hash stickers.",2,2
Scene 0 — Orientation: The CQE Spine Live,■ Which view dominated debt?,2,2
Scene 5 — Sidecar Sprint: 4 Rails in 20 Minutes, Converge via receipts; annihilate non■working cheaply.,2,2
Local repairs + rationale,"Mirror Evidence:metrics, plots, checksumsViews Exercised:1 2 3 4 5 6 7 8",2,2
"— Falsifier ids (F1–F4), outcomes, receipts.",■ Which constraint felt most ‘non■negotiable’?,2,2
Paper kit, Show that form stays fixed while semantics swap.,2,2
Scene 7 — 8■Person Table with Neighbor Lanes," Role mesh, not silos: 8 seats, 2■bit lanes, neighbor hand■offs.",2,2
"Round table, role badges, coordination board.",Scene 7 — 8■Person Table with Neighbor Lanes,2,2
■ constructionA (code/modulus/glue),■ thresholds (normal/strict),2,2
=____ =____ =____ =____,"Use left half as Blue, right half as Red",2,2
Ledger hook (what gets recorded),Scene 7 — 8■Person Table with Neighbor Lanes,2,2
Worksheet – Strict Ratchet,■ Expected debt drop,2,2
Scene 2 — Mirror & Δ■Lift Clinic (Bug■to■Fix),■■ Run both; mark delta windows; choose one Δ■lift from the cookbook; re■run mirror; record debt drop.,2,2
"Mirror Evidence:metrics, plots, checksumsViews Exercised:1 2 3 4 5 6 7 8",SPage Hash / Status:hash WORKING / NON-WORKING / PROVISIONAL,2,2
Scene 7 — 8■Person Table with Neighbor Lanes,"✓ Coord board photo, ledger rows.",2,2
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4RedSuits Sidecars:",Combined Rail Workspace,2,2
■ Forward pipeline defined,■ Pass/fail marks; debt notes,2,2
"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts","✓ Counterexample log, ledger.",2,2
Worksheet – Mirror Test,■ Palindromic REST documented,2,2
Scene 8 — Card■Deck CQE + Lab Stations,Scene 8: Card■Deck CQE + Lab Stations,2,2
N/A,Three stations; octet master; metrics per rail.,2,2
■ Metric name & unit,■ Safety notes (side effects),2,2
Blue Rail (Forward) Seed Views Full Idea (9),"T wo decks (Blue=Forward, Red=Inverse); color=parity; suits = sidecars",2,2
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4Blue",Compact combined rail with quick fields,2,2
Cartan links; run octet/mirror/Δ/strict; pause for a measurement; re■enter.,Scene 8 — Card■Deck CQE + Lab Stations,2,2
■ DNA■10,■ form_id,2,2
Three stations; octet master; metrics per rail., Run three independent rails on one shell; compare receipts; compress meanings.,2,2
■ automorphism id,■ receipts (4■bit + hash),2,2
"Two clipboards (blue/red), hash stickers.", Operate dual■rail safety: blue = open; red = internal only.,2,2
Finance),Props & setup,2,2
"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,", Show that form stays fixed while semantics swap.,2,2
-lifts:,SHash:,2,2
One row per form/run (reproducible receipts)Form ID: Problem / Brief:,Suit Mapping:=____ =____ =____ =____,2,2
Ledger hook (what gets recorded),Scene 5 — Sidecar Sprint: 4 Rails in 20 Minutes,2,2
Date: Deck Mapping:Blue=____ Red=____,One row per form/run (reproducible receipts)Form ID: Problem / Brief:,2,2
Scene 5 — Sidecar Sprint: 4 Rails in 20 Minutes,"— 4 receipts, shared form_id, per■rail thresholds.",2,2
Props & setup,"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts",2,2
Worksheet – Δ■lift Cookbook,■ Safety notes (side effects),2,2
Deck Mapping:Blue=________ Red=________,P M,2,2
4-bit Commit,Strict Bounds:list tightened thresholds (old new),2,2
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4Blue",Deck Mapping:Blue=________ Red=________,2,2
Scene 6 — Two■Scientist Theorem■Card Resolution,Scene 6: Two■Scientist Theorem■Card Resolution,2,2
Scene 6 — Two■Scientist Theorem■Card Resolution, Resolve disputes with claim/evidence/Δ■lift/receipt cards.,2,2
Scene 6 — Two■Scientist Theorem■Card Resolution, Preserve minority view as Non■Working breadcrumb with hash.,2,2
4-bit Commit,=____ =____ =____ =____,2,2
Notes:,■ octet map,2,2
-lifts:,"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4RedSuits Sidecars:",2,2
Ledger hook (what gets recorded),Scene 6 — Two■Scientist Theorem■Card Resolution,2,2
